AppID,Name,Release date,Estimated owners,Price,Supported languages,Metacritic score,User score,Positive,Negative,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Steam score,Lower,Upper,Earnings Range
975370,Dwarf Fortress,"Dec 6, 2022",500000 - 1000000,29.99,['English'],93,0,9616,328,10086,681,548,Bay 12 Games,Kitfox Games,"Single-player,Steam Workshop","RPG,Simulation,Strategy",97,500000,1000000,"(14995000.0, 29990000.0)"
391540,Undertale,"Sep 15, 2015",2000000 - 5000000,9.99,"['English', 'Japanese']",92,0,175161,6074,159556,861,395,tobyfox,tobyfox,"Single-player,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Indie,RPG",97,2000000,5000000,"(19980000.0, 49950000.0)"
13240,Unreal Tournament: Game of the Year Edition,"Mar 17, 2008",500000 - 1000000,9.99,['English'],92,0,3380,102,2974,181,85,"Epic Games, Inc.","Epic Games, Inc.","Single-player,Multi-player",Action,97,500000,1000000,"(4995000.0, 9990000.0)"
558990,Opus Magnum,"Dec 7, 2017",200000 - 500000,19.99,"['English', 'French', 'German', 'Japanese', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Korean', 'Turkish', 'Ukrainian', 'Portuguese', 'Czech']",90,0,4666,123,3834,669,639,Zachtronics,Zachtronics,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Indie,Simulation",97,200000,500000,"(3997999.9999999995, 9995000.0)"
420,Half-Life 2: Episode Two,"Oct 10, 2007",5000000 - 10000000,7.99,"['English', 'French', 'German', 'Russian', 'Danish', 'Dutch', 'Finnish', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese']",90,0,28981,914,23372,444,284,Valve,Valve,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud,Stats,Includes Source SDK,Commentary available,Remote Play Together",Action,97,5000000,10000000,"(39950000.0, 79900000.0)"
1504500,OPUS: Echo of Starsong - Full Bloom Edition,"Aug 31, 2021",100000 - 200000,24.99,"['English', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']",90,0,5266,143,5097,260,273,SIGONO INC.,SIGONO INC.,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie",97,100000,200000,"(2499000.0, 4998000.0)"
427520,Factorio,"Aug 14, 2020",5000000 - 10000000,30.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Hungarian', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Finnish', 'Swedish', 'Czech', 'Russian', 'Ukrainian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Turkish']",90,0,145186,5216,121577,5383,2314,Wube Software LTD.,Wube Software LTD.,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Includes level editor,Remote Play on Tablet","Casual,Indie,Simulation,Strategy",97,5000000,10000000,"(150000000.0, 300000000.0)"
653530,Return of the Obra Dinn,"Oct 18, 2018",500000 - 1000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",89,0,16580,547,15622,538,506,Lucas Pope,3909,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Adventure,Indie",97,500000,1000000,"(9995000.0, 19990000.0)"
883710,Resident Evil 2,"Jan 24, 2019",5000000 - 10000000,39.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Arabic', 'Thai']",89,0,107493,3175,72642,1077,759,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV",Action,97,5000000,10000000,"(199950000.0, 399900000.0)"
550,Left 4 Dead 2,"Nov 16, 2009",20000000 - 50000000,9.99,"['Danish', 'Dutch', 'English', 'Finnish', 'French', 'German', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Swedish', 'Traditional Chinese', 'Hungarian', 'Turkish', 'Bulgarian', 'Czech', 'Greek', 'Portuguese - Brazil', 'Romanian', 'Spanish - Latin America', 'Thai', 'Ukrainian', 'Vietnamese']",89,0,619457,16204,457367,2166,529,Valve,Valve,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Action,97,20000000,50000000,"(199800000.0, 499500000.0)"
588650,Dead Cells,"Aug 6, 2018",2000000 - 5000000,24.99,"['English', 'French', 'Simplified Chinese', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Russian', 'Turkish', 'Korean', 'Traditional Chinese', 'Portuguese - Brazil']",89,0,106495,3213,94538,2093,1106,Motion Twin,Motion Twin,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie",97,2000000,5000000,"(49980000.0, 124949999.99999999)"
268910,Cuphead,"Sep 29, 2017",2000000 - 5000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",88,0,107896,3869,98621,763,436,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Indie",97,2000000,5000000,"(39980000.0, 99949999.99999999)"
221640,Super Hexagon,"Nov 27, 2012",1000000 - 2000000,2.99,['English'],88,0,22494,746,16772,215,82,Terry Cavanagh,Terry Cavanagh,"Single-player,Full controller support","Action,Indie",97,1000000,2000000,"(2990000.0, 5980000.0)"
10,Counter-Strike,"Nov 1, 2000",10000000 - 20000000,9.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",88,0,198387,5135,122770,10524,228,Valve,Valve,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Valve Anti-Cheat enabled",Action,97,10000000,20000000,"(99900000.0, 199800000.0)"
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade","Aug 7, 2007",1000000 - 2000000,12.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",87,0,6402,227,5332,998,397,Relic Entertainment,SEGA,"Single-player,Multi-player,Steam Cloud",Strategy,97,1000000,2000000,"(12990000.0, 25980000.0)"
412830,STEINS;GATE,"Sep 8, 2016",200000 - 500000,29.99,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",87,0,12401,326,11734,263,211,MAGES. Inc.,"Spike Chunsoft Co., Ltd.","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Adventure,97,200000,500000,"(5998000.0, 14995000.0)"
367520,Hollow Knight,"Feb 24, 2017",5000000 - 10000000,14.99,"['English', 'French', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Italian', 'Portuguese - Brazil', 'Russian', 'Japanese']",87,0,232778,6892,212301,1795,554,Team Cherry,Team Cherry,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie",97,5000000,10000000,"(74950000.0, 149900000.0)"
3590,Plants vs. Zombies GOTY Edition,"May 5, 2009",2000000 - 5000000,4.99,['English'],87,0,81362,2372,75825,1253,526,"PopCap Games, Inc.","PopCap Games, Inc.,Electronic Arts","Single-player,Steam Achievements,Remote Play on Phone,Remote Play on Tablet",Strategy,97,2000000,5000000,"(9980000.0, 24950000.0)"
610370,Desperados III,"Jun 16, 2020",200000 - 500000,49.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Japanese', 'Polish']",86,0,9822,333,6927,6896,13033,Mimimi Games,THQ Nordic,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV",Strategy,97,200000,500000,"(9998000.0, 24995000.0)"
388210,Day of the Tentacle Remastered,"Mar 21, 2016",200000 - 500000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",86,0,3523,107,2681,163,118,Double Fine Productions,Double Fine Productions,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Adventure,97,200000,500000,"(2998000.0, 7495000.0)"
377860,Mushihimesama,"Nov 12, 2015",50000 - 100000,19.99,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",86,0,1107,36,1045,258,249,"CAVE Interactive CO.,LTD.",Komodo,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together",Action,97,50000,100000,"(999499.9999999999, 1998999.9999999998)"
219150,Hotline Miami,"Oct 23, 2012",1000000 - 2000000,9.99,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Polish']",85,0,73932,1997,63781,430,254,Dennaton Games,Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie",97,1000000,2000000,"(9990000.0, 19980000.0)"
238460,BattleBlock Theater®,"May 15, 2014",2000000 - 5000000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",85,0,63907,1802,49717,472,261,The Behemoth,The Behemoth,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Casual,Indie",97,2000000,5000000,"(29980000.0, 74950000.0)"
239030,"Papers, Please","Aug 8, 2013",2000000 - 5000000,9.99,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Italian', 'Japanese', 'Polish', 'Ukrainian']",85,0,50838,1575,47236,343,220,Lucas Pope,3909,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie",97,2000000,5000000,"(19980000.0, 49950000.0)"
548430,Deep Rock Galactic,"May 13, 2020",2000000 - 5000000,29.99,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Italian', 'Japanese', 'Korean', 'Turkish', 'Spanish - Latin America']",85,0,138093,4679,114699,2633,945,Ghost Ship Games,Coffee Stain Publishing,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Remote Play on Tablet,Remote Play on TV",Action,97,2000000,5000000,"(59980000.0, 149950000.0)"
559210,Rakuen,"May 10, 2017",100000 - 200000,9.99,"['English', 'Italian', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'German', 'Hungarian', 'Turkish', 'Vietnamese', 'Ukrainian']",84,0,4930,168,3986,256,385,Laura Shigihara,Laura Shigihara,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",97,100000,200000,"(999000.0, 1998000.0)"
874260,The Forgotten City,"Jul 28, 2021",200000 - 500000,24.99,"['English', 'German', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Korean']",84,0,5673,183,5397,517,517,Modern Storyteller,Dear Villagers,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG",97,200000,500000,"(4998000.0, 12495000.0)"
683320,GRIS,"Dec 13, 2018",1000000 - 2000000,4.24,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil']",84,0,54199,1923,48805,216,164,Nomada Studio,Devolver Digital,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Adventure,Indie",97,1000000,2000000,"(4240000.0, 8480000.0)"
557600,Gorogoa,"Dec 14, 2017",200000 - 500000,14.99,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Korean', 'Arabic', 'Dutch', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish']",84,0,11465,299,11068,301,140,Buried Signal,Annapurna Interactive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",97,200000,500000,"(2998000.0, 7495000.0)"
980300,One Finger Death Punch 2,"Apr 15, 2019",100000 - 200000,7.99,['English'],83,0,3780,130,3254,302,341,Silver Dollar Games,Silver Dollar Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Casual,Indie",97,100000,200000,"(799000.0, 1598000.0)"
206190,Gunpoint,"Jun 3, 2013",500000 - 1000000,9.99,['English'],83,0,11854,306,9234,278,231,Suspicious Developments,Suspicious Developments,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Action,Indie,Strategy",97,500000,1000000,"(4995000.0, 9990000.0)"
413420,Danganronpa 2: Goodbye Despair,"Apr 18, 2016",500000 - 1000000,19.99,"['English', 'Japanese', 'Traditional Chinese']",83,0,19580,708,19056,1903,2006,"Spike Chunsoft Co., Ltd.,Abstraction Games","Spike Chunsoft Co., Ltd.","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Adventure,97,500000,1000000,"(9995000.0, 19990000.0)"
274190,Broforce,"Oct 15, 2015",2000000 - 5000000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese']",83,0,47708,1458,39760,609,351,Free Lives,Devolver Digital,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Casual,Indie",97,2000000,5000000,"(29980000.0, 74950000.0)"
207610,The Walking Dead,"Apr 24, 2012",2000000 - 5000000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",82,0,56197,1732,34692,651,525,Telltale Games,Skybound Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",Adventure,97,2000000,5000000,"(29980000.0, 74950000.0)"
312530,Duck Game,"Jun 4, 2015",1000000 - 2000000,12.99,['English'],82,0,32180,1165,21606,4498,362,Landon Podbielski,Adult Swim Games,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Indie",97,1000000,2000000,"(12990000.0, 25980000.0)"
597170,Clone Drone in the Danger Zone,"Jul 27, 2021",500000 - 1000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Korean']",82,0,18291,563,17235,824,657,Doborog Games,Doborog Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,Steam Workshop,Steam Cloud,Includes level editor","Action,Indie",97,500000,1000000,"(9995000.0, 19990000.0)"
1388880,Doki Doki Literature Club Plus!,"Jun 30, 2021",200000 - 500000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Korean', 'Japanese']",81,0,15759,539,15140,493,384,Team Salvato,Serenity Forge,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie",97,200000,500000,"(2998000.0, 7495000.0)"
18500,Defense Grid: The Awakening,"Dec 8, 2008",500000 - 1000000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",81,0,4350,157,3766,680,219,Hidden Path Entertainment,Hidden Path Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV","Indie,Strategy",97,500000,1000000,"(4995000.0, 9990000.0)"
9420,Supreme Commander: Forged Alliance,"Sep 28, 2011",1000000 - 2000000,12.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Traditional Chinese']",81,0,10377,332,7194,1331,598,Gas Powered Games,Square Enix,"Single-player,Multi-player",Strategy,97,1000000,2000000,"(12990000.0, 25980000.0)"
360740,Downwell,"Oct 15, 2015",200000 - 500000,2.99,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Turkish']",81,0,6838,222,6456,205,162,Moppin,Devolver Digital,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Action,Adventure,Indie",97,200000,500000,"(598000.0, 1495000.0)"
1421790,Labyrinth City: Pierre the Maze Detective,"Jun 22, 2021",20000 - 50000,11.99,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian']",81,0,1441,45,1265,336,336,Darjeeling,Pixmain,"Single-player,Steam Achievements,Full controller support","Adventure,Casual,Indie",97,20000,50000,"(239800.0, 599500.0)"
452570,Battle Chef Brigade Deluxe,"Nov 20, 2017",100000 - 200000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese']",80,0,1971,68,1037,233,200,Trinket Studios,Trinket Studios,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards,Remote Play Together","Action,Adventure,Indie,RPG",97,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
986800,AVICII Invector,"Dec 10, 2019",20000 - 50000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Swedish', 'Danish', 'Turkish']",79,0,2406,71,1521,482,766,Hello There Games,Wired Productions,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together","Casual,Indie",97,20000,50000,"(399799.99999999994, 999499.9999999999)"
227300,Euro Truck Simulator 2,"Oct 12, 2012",10000000 - 20000000,19.99,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek', 'Ukrainian']",79,0,548047,15109,430887,6446,1748,SCS Software,SCS Software,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Indie,Simulation",97,10000000,20000000,"(199899999.99999997, 399799999.99999994)"
219740,Don't Starve,"Apr 23, 2013",1000000 - 2000000,9.99,"['English', 'Simplified Chinese']",79,0,96938,3225,84030,1283,284,Klei Entertainment,Klei Entertainment,"Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Adventure,Indie,Simulation",97,1000000,2000000,"(9990000.0, 19980000.0)"
40970,Stronghold Crusader HD,"Oct 21, 2013",1000000 - 2000000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Japanese', 'Russian', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']",78,0,13225,350,11216,1346,195,FireFly Studios,FireFly Studios,"Single-player,Multi-player,Steam Trading Cards,Steam Cloud,Includes level editor","Simulation,Strategy",97,1000000,2000000,"(9990000.0, 19980000.0)"
435400,Hidden Folks,"Feb 15, 2017",200000 - 500000,12.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Arabic', 'Czech', 'Danish', 'Finnish', 'Norwegian', 'Swedish', 'Ukrainian', 'Spanish - Latin America', 'Vietnamese']",78,0,7814,268,6485,318,186,"Adriaan de Jongh,Sylvain Tegroeg",Adriaan de Jongh,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Adventure,Casual,Indie",97,200000,500000,"(2598000.0, 6495000.0)"
32440,LEGO® Star Wars™ - The Complete Saga,"Nov 12, 2009",1000000 - 2000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",77,0,18253,628,15655,675,324,Traveller's Tales,"LucasArts,Lucasfilm,Disney","Single-player,Multi-player,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Adventure,97,1000000,2000000,"(19990000.0, 39980000.0)"
287980,Mini Metro,"Nov 6, 2015",500000 - 1000000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Finnish', 'Greek', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Hungarian', 'Bulgarian', 'Danish', 'Turkish', 'Arabic', 'Portuguese', 'Swedish', 'Thai', 'Ukrainian']",77,0,12256,440,9183,612,153,Dinosaur Polo Club,Dinosaur Polo Club,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation,Strategy",97,500000,1000000,"(4995000.0, 9990000.0)"
